SeqName,length,bit-score,eValue,hitName,GOs,ACC
scf7180000000008_quiver_572,551,1145.95,0,gi|823321212|ref|WP_047075337.1|MULTISPECIES: glucan biosynthesis protein D [Enterobacteriaceae] ,"GO:0009250, GO:0016051, GO:0003824, GO:0042597, GO:0030246, GO:0005975",
scf7180000000008_quiver_572,551,1144.8,0,gi|798948685|ref|WP_045910514.1|MULTISPECIES: glucan biosynthesis protein D [Enterobacter] ,"GO:0009250, GO:0016051, GO:0003824, GO:0042597, GO:0030246, GO:0005975",
scf7180000000008_quiver_572,551,1144.41,0,gi|823305898|ref|WP_047060829.1|MULTISPECIES: glucan biosynthesis protein D [Enterobacter] ,"GO:0009250, GO:0016051, GO:0003824, GO:0042597, GO:0030246, GO:0005975",
scf7180000000008_quiver_573,257,522.702,0,gi|544826541|ref|WP_021242531.1|MULTISPECIES: ABC transporter substrate-binding protein [Enterobacteriaceae] ,"GO:0006810, GO:0005215",
scf7180000000008_quiver_573,257,521.546,0,gi|850375564|ref|WP_048030514.1|MULTISPECIES: ABC transporter substrate-binding protein [Enterobacteriaceae] ,"GO:0006810, GO:0005215",
scf7180000000008_quiver_573,257,521.546,0,gi|647319070|ref|WP_025756391.1|MULTISPECIES: ABC transporter substrate-binding protein [Enterobacterales] ,"GO:0006810, GO:0005215",
scf7180000000008_quiver_573,257,520.776,0,gi|695704011|ref|WP_032640239.1|MULTISPECIES: ABC transporter substrate-binding protein [Enterobacter cloacae complex] ,"GO:0006810, GO:0005215",
scf7180000000008_quiver_573,257,520.776,0,gi|556299508|ref|WP_023292447.1|MULTISPECIES: ABC transporter substrate-binding protein [Enterobacter cloacae complex] ,"GO:0006810, GO:0005215",
scf7180000000008_quiver_573,257,520.39,0,gi|556478809|ref|WP_023330389.1|MULTISPECIES: ABC transporter substrate-binding protein [Enterobacter] ,"GO:0006810, GO:0005215",
scf7180000000008_quiver_573,257,520.39,0,gi|556426756|ref|WP_023311683.1|MULTISPECIES: ABC transporter substrate-binding protein [Enterobacter] ,"GO:0006810, GO:0005215",
scf7180000000008_quiver_574,389,797.349,0,gi|695719677|ref|WP_032647146.1|MULTISPECIES: methionine aminotransferase [Enterobacter] ,"GO:0030170, GO:0003824, GO:0009058, GO:0008483, GO:0016740",
scf7180000000008_quiver_574,389,794.653,0,gi|798948677|ref|WP_045910512.1|MULTISPECIES: methionine aminotransferase [Enterobacteriaceae] ,"GO:0030170, GO:0003824, GO:0009058, GO:0008483, GO:0016740",
scf7180000000008_quiver_574,389,794.267,0,gi|556487939|ref|WP_023335672.1|methionine aminotransferase [Enterobacter sp. MGH 24] ,"GO:0030170, GO:0009058, GO:0003824, GO:0008483, GO:0016740",
scf7180000000008_quiver_574,389,791.571,0,gi|976151944|ref|WP_059310139.1|methionine aminotransferase [Enterobacter cloacae complex sp. GN04363],"GO:0030170, GO:0009058, GO:0003824, GO:0008483, GO:0016740",
scf7180000000008_quiver_574,389,790.415,0,gi|779867149|ref|WP_045354926.1|MULTISPECIES: methionine aminotransferase [Enterobacter cloacae complex] ,"GO:0030170, GO:0003824, GO:0009058, GO:0008483, GO:0016740",
scf7180000000008_quiver_575,280,566.614,0,gi|850375568|ref|WP_048030516.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacteriaceae] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_575,280,566.229,0,gi|556475840|ref|WP_023327445.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacter cloacae complex] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_575,280,562.762,0,gi|798948673|ref|WP_045910511.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacter] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_575,280,562.377,0,gi|556299519|ref|WP_023292449.1|LysR family transcriptional regulator [Enterobacter cloacae] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_575,280,559.681,0,gi|976151945|ref|WP_059310140.1|LysR family transcriptional regulator [Enterobacter cloacae complex sp. GN04363],"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_576,501,1018.45,0,gi|798948669|ref|WP_045910510.1|MULTISPECIES: carboxylesterase/lipase family protein [Enterobacter] ,"GO:0016787, GO:0004104",
scf7180000000008_quiver_576,501,1016.91,0,gi|850375573|ref|WP_048030519.1|MULTISPECIES: carboxylesterase/lipase family protein [Leclercia] ,"GO:0016787, GO:0004104",
scf7180000000008_quiver_576,501,1009.98,0,gi|779817475|ref|WP_045335815.1|MULTISPECIES: carboxylesterase/lipase family protein [Enterobacter cloacae complex],"GO:0016787, GO:0004104",
scf7180000000008_quiver_580,35,69.3218,7.04E-15,gi|365749344|gb|AEW73571.1|hypothetical protein EcWSU1_02134 [Enterobacter cloacae EcWSU1],"GO:0016020, GO:0016021",
scf7180000000008_quiver_582,290,597.816,0,gi|695719664|ref|WP_032647135.1|MULTISPECIES: manganese catalase family protein [Enterobacter] ,"GO:0004601, GO:0016491, GO:0004096, GO:0055114, GO:0098869",
scf7180000000008_quiver_583,467,946.421,0,gi|798948658|ref|WP_045910508.1|MULTISPECIES: cytochrome ubiquinol oxidase subunit I [Enterobacter] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_583,467,944.88,0,gi|695719662|ref|WP_032647133.1|MULTISPECIES: cytochrome ubiquinol oxidase subunit I [Enterobacter] ,"GO:0016491, GO:0016020, GO:0016021, GO:0055114",
scf7180000000008_quiver_583,467,943.725,0,gi|850375579|ref|WP_048030523.1|MULTISPECIES: cytochrome ubiquinol oxidase subunit I [Leclercia] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_583,467,943.34,0,gi|779867126|ref|WP_045354916.1|MULTISPECIES: cytochrome ubiquinol oxidase subunit I [Enterobacter cloacae complex] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_583,467,942.569,0,gi|697052894|ref|WP_033145500.1|MULTISPECIES: cytochrome ubiquinol oxidase subunit I [Enterobacterales] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_583,467,942.184,0,gi|544826545|ref|WP_021242535.1|MULTISPECIES: cytochrome ubiquinol oxidase subunit I [Enterobacteriaceae] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_584,336,659.062,0,gi|798948653|ref|WP_045910507.1|MULTISPECIES: cytochrome d ubiquinol oxidase subunit II [Enterobacter] ,"GO:0016020, GO:0016021, GO:0055114",
scf7180000000008_quiver_584,336,657.907,0,gi|850375582|ref|WP_048030525.1|MULTISPECIES: cytochrome d ubiquinol oxidase subunit II [Enterobacteriaceae] ,"GO:0016020, GO:0016021, GO:0055114",
scf7180000000008_quiver_584,336,657.522,0,gi|695719659|ref|WP_032647131.1|MULTISPECIES: cytochrome d ubiquinol oxidase subunit II [Enterobacter] ,"GO:0016491, GO:0016020, GO:0016021, GO:0055114",
scf7180000000008_quiver_584,336,657.522,0,gi|556299543|ref|WP_023292453.1|MULTISPECIES: cytochrome d ubiquinol oxidase subunit II [Enterobacter cloacae complex] ,"GO:0016020, GO:0016021, GO:0055114",
scf7180000000008_quiver_584,336,655.21,0,gi|779817481|ref|WP_045335818.1|MULTISPECIES: cytochrome d ubiquinol oxidase subunit II [Enterobacter cloacae complex],"GO:0016020, GO:0016021, GO:0055114",
scf7180000000008_quiver_585,541,1104.35,0,gi|779817484|ref|WP_045335820.1|MULTISPECIES: glycosidase [Enterobacter cloacae complex],"GO:0008152, GO:0003824, GO:0005975, GO:0016798",
scf7180000000008_quiver_585,541,1100.5,0,gi|850375584|ref|WP_048030526.1|MULTISPECIES: glycosidase [Leclercia] ,"GO:0008152, GO:0003824, GO:0005975, GO:0016798",
scf7180000000008_quiver_585,541,1100.12,0,gi|556299547|ref|WP_023292454.1|MULTISPECIES: trehalose synthase [Enterobacter cloacae complex] ,"GO:0003824, GO:0005975",
scf7180000000008_quiver_586,328,667.537,0,gi|765030591|ref|WP_044596403.1|MULTISPECIES: SDR family NAD(P)-dependent oxidoreductase [Enterobacter] ,"GO:0016491, GO:0055114",
scf7180000000008_quiver_586,328,664.455,0,gi|556299552|ref|WP_023292455.1|MULTISPECIES: SDR family NAD(P)-dependent oxidoreductase [Enterobacter cloacae complex] ,"GO:0016491, GO:0016020, GO:0016021, GO:0055114",
scf7180000000008_quiver_587,172,340.502,3.55E-118,gi|695719652|ref|WP_032647124.1|MULTISPECIES: 2-oxo-tetronate isomerase [Enterobacter] ,"GO:0019159, GO:0016787",
scf7180000000008_quiver_588,148,291.582,1.20E-99,gi|495777701|ref|WP_008502280.1|MULTISPECIES: DUF421 domain-containing protein [Enterobacteriaceae] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_588,148,291.197,2.03E-99,gi|779817491|ref|WP_045335824.1|MULTISPECIES: DUF421 domain-containing protein [Enterobacter cloacae complex],"GO:0016020, GO:0016021",
scf7180000000008_quiver_588,148,288.886,1.56E-98,gi|556299562|ref|WP_023292457.1|MULTISPECIES: DUF421 domain-containing protein [Enterobacter cloacae complex] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_588,148,288.886,1.58E-98,gi|556426744|ref|WP_023311671.1|MULTISPECIES: DUF421 domain-containing protein [Enterobacterales] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_588,148,288.5,2.50E-98,gi|779867117|ref|WP_045354912.1|MULTISPECIES: DUF421 domain-containing protein [Enterobacter cloacae complex] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_588,148,288.5,2.50E-98,gi|695704051|ref|WP_032640261.1|MULTISPECIES: DUF421 domain-containing protein [Enterobacter cloacae complex] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_588,148,287.73,4.94E-98,gi|556487928|ref|WP_023335661.1|MULTISPECIES: DUF421 domain-containing protein [Enterobacter] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_589,169,322.398,3.69E-111,gi|584255806|gb|EWG75196.1|hypothetical protein P348_01114 [Enterobacter sp. DC3] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_589,169,319.701,3.76E-110,gi|695708617|ref|WP_032642573.1|MULTISPECIES: hypothetical protein [Enterobacter cloacae complex] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_589,169,314.694,4.07E-108,gi|798819989|ref|WP_045888409.1|hypothetical protein [Enterobacter asburiae] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_592,307,616.69,0,gi|556426740|ref|WP_023311667.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacter] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_592,307,615.535,0,gi|697052889|ref|WP_033145495.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacterales] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_592,307,612.838,0,gi|798948629|ref|WP_045910501.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacteriaceae] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_592,307,612.838,0,gi|779817494|ref|WP_045335826.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacter cloacae complex] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_592,307,612.453,0,gi|556487924|ref|WP_023335657.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacter] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_592,307,612.453,0,gi|556299574|ref|WP_023292459.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacter cloacae complex] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_592,307,609.757,0,gi|998244668|ref|WP_061098263.1|LysR family transcriptional regulator [Enterobacter cloacae] ,"GO:0003700, GO:0006355",
scf7180000000008_quiver_592,307,608.986,0,gi|640462042|ref|WP_024908406.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacter] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_594,564,1079.32,0,gi|556299582|ref|WP_023292461.1|MULTISPECIES: HAMP domain-containing protein [Enterobacter cloacae complex] ,"GO:0004888, GO:0006935, GO:0007165, GO:0016020, GO:0016021, GO:0004871",
scf7180000000008_quiver_594,564,1077.77,0,gi|779817501|ref|WP_045335830.1|MULTISPECIES: HAMP domain-containing protein [Enterobacter cloacae complex],"GO:0004888, GO:0006935, GO:0007165, GO:0016020, GO:0016021, GO:0004871",
scf7180000000008_quiver_594,564,1056.97,0,gi|504644756|ref|WP_014831858.1|HAMP domain-containing protein [Enterobacter cloacae] ,"GO:0006935, GO:0004888, GO:0007165, GO:0016020, GO:0016021, GO:0004871",
scf7180000000008_quiver_595,372,758.059,0,gi|584255800|gb|EWG75190.1|S-(hydroxymethyl)glutathione dehydrogenase [Enterobacter sp. DC3] ,"GO:0008270, GO:0046872, GO:0016491, GO:0006069, GO:0055114, GO:0051903",
scf7180000000008_quiver_595,372,757.673,0,gi|544826553|ref|WP_021242543.1|MULTISPECIES: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase [Enterobacteriaceae] ,"GO:0008270, GO:0046872, GO:0016491, GO:0006069, GO:0055114, GO:0051903",
scf7180000000008_quiver_595,372,756.133,0,gi|847054685|ref|WP_047958543.1|MULTISPECIES: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase [Enterobacter] ,"GO:0008270, GO:0016491, GO:0006069, GO:0055114, GO:0051903",
scf7180000000008_quiver_595,372,755.747,0,gi|697053928|ref|WP_033146534.1|MULTISPECIES: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase [Enterobacter] ,"GO:0008270, GO:0046872, GO:0016491, GO:0006069, GO:0055114, GO:0051903",
scf7180000000008_quiver_596,91,182.185,4.78E-58,gi|544826554|ref|WP_021242544.1|MULTISPECIES: metal/formaldehyde-sensitive transcriptional repressor [Enterobacteriaceae] ,"GO:0003677, GO:0046872, GO:0006355",
scf7180000000008_quiver_596,91,180.644,1.55E-57,gi|489953949|ref|WP_003857256.1|MULTISPECIES: metal/formaldehyde-sensitive transcriptional repressor [Enterobacterales] ,"GO:0003677, GO:0046872, GO:0006355",
scf7180000000008_quiver_596,91,180.644,1.64E-57,gi|495777709|ref|WP_008502288.1|MULTISPECIES: metal/formaldehyde-sensitive transcriptional repressor [Enterobacteriaceae] ,"GO:0003677, GO:0046872, GO:0006355",
scf7180000000008_quiver_596,91,180.644,1.71E-57,gi|695704075|ref|WP_032640275.1|MULTISPECIES: metal/formaldehyde-sensitive transcriptional repressor [Enterobacter cloacae complex] ,"GO:0003677, GO:0046872, GO:0006355",
scf7180000000008_quiver_596,91,180.259,2.01E-57,gi|850375601|ref|WP_048030536.1|MULTISPECIES: metal/formaldehyde-sensitive transcriptional repressor [Leclercia] ,"GO:0003677, GO:0046872, GO:0006355",
scf7180000000008_quiver_596,91,179.489,5.41E-57,gi|502861702|ref|WP_013096678.1|MULTISPECIES: metal/formaldehyde-sensitive transcriptional repressor [Enterobacter] ,"GO:0003677, GO:0046872, GO:0006355","YP_003612561.1, ADF61612.1"
scf7180000000008_quiver_598,399,691.804,0,gi|771389448|gb|KJP21590.1|membrane protein [Enterobacter asburiae] ,"GO:0055085, GO:0016020, GO:0016021",
scf7180000000008_quiver_599,440,853.588,0,gi|998244672|ref|WP_061098267.1|hypothetical protein [Enterobacter cloacae] ,"GO:0016787, GO:0016810",
scf7180000000008_quiver_599,440,823.543,0,gi|798826241|ref|WP_045889298.1|hypothetical protein [Enterobacter asburiae] ,"GO:0016787, GO:0016810",
scf7180000000008_quiver_599,440,815.068,0,gi|695704083|ref|WP_032640280.1|MULTISPECIES: hypothetical protein [Enterobacter cloacae complex] ,"GO:0016787, GO:0016810",
scf7180000000008_quiver_599,440,811.987,0,gi|779867104|ref|WP_045354907.1|MULTISPECIES: hypothetical protein [Enterobacter cloacae complex] ,"GO:0016787, GO:0016810",
scf7180000000008_quiver_599,440,776.163,0,gi|890449981|ref|WP_048887489.1|hypothetical protein [Franconibacter pulveris] ,"GO:0016787, GO:0016810",
scf7180000000008_quiver_600,301,559.681,0,gi|779867102|ref|WP_045354906.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacter cloacae complex] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_600,301,558.525,0,gi|798826245|ref|WP_045889299.1|LysR family transcriptional regulator [Enterobacter asburiae] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_600,301,555.444,0,gi|695704085|ref|WP_032640281.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacter cloacae complex] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_600,301,529.25,0,gi|890449985|ref|WP_048887490.1|LysR family transcriptional regulator [Franconibacter pulveris] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_601,323,608.601,0,gi|998244674|ref|WP_061098269.1|LysR family transcriptional regulator [Enterobacter cloacae] ,"GO:0003700, GO:0006355",
scf7180000000008_quiver_602,158,315.849,7.64E-109,gi|697052880|ref|WP_033145486.1|MULTISPECIES: GNAT family N-acetyltransferase [Enterobacter] ,"GO:0016740, GO:0008080",
scf7180000000008_quiver_602,158,313.923,4.28E-108,gi|976151965|ref|WP_059310160.1|GNAT family N-acetyltransferase [Enterobacter cloacae complex sp. GN04363],"GO:0016740, GO:0008080",
scf7180000000008_quiver_602,158,313.923,4.73E-108,gi|556426726|ref|WP_023311653.1|MULTISPECIES: GNAT family N-acetyltransferase [Enterobacter] ,"GO:0016740, GO:0008080",
scf7180000000008_quiver_602,158,313.538,6.29E-108,gi|556487913|ref|WP_023335646.1|GNAT family N-acetyltransferase [Enterobacter sp. MGH 24] ,"GO:0016740, GO:0008080",
scf7180000000008_quiver_604,90,180.644,1.32E-57,gi|556426724|ref|WP_023311651.1|MULTISPECIES: DUF883 family protein [Enterobacter] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_604,90,180.259,1.89E-57,gi|495777715|ref|WP_008502294.1|MULTISPECIES: DUF883 family protein [Enterobacteriaceae] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_604,90,179.489,4.27E-57,gi|654545381|ref|WP_028013089.1|MULTISPECIES: DUF883 family protein [Enterobacteriaceae] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_604,90,178.718,7.81E-57,gi|829796305|ref|WP_047348589.1|MULTISPECIES: DUF883 family protein [Enterobacter cloacae complex] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_604,90,178.333,1.11E-56,gi|772669223|ref|WP_045284344.1|MULTISPECIES: DUF883 family protein [Enterobacter cloacae complex] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_604,90,178.333,1.25E-56,gi|798948600|ref|WP_045910495.1|MULTISPECIES: DUF883 family protein [Enterobacteriaceae] ,"GO:0016020, GO:0016021",
scf7180000000008_quiver_605,487,932.169,0,gi|556487910|ref|WP_023335643.1|EAL domain-containing protein [Enterobacter sp. MGH 24] ,"GO:0003677, GO:0006355",
scf7180000000008_quiver_605,487,930.628,0,gi|779867088|ref|WP_045354900.1|MULTISPECIES: EAL domain-containing protein [Enterobacter cloacae complex] ,"GO:0003677, GO:0006355",
scf7180000000008_quiver_607,391,790.801,0,gi|658548072|ref|WP_029740549.1|MULTISPECIES: HlyD family type I secretion periplasmic adaptor subunit [Enterobacterales] ,"GO:0016020, GO:0016021, GO:0015031, GO:0009306",
scf7180000000008_quiver_607,391,790.415,0,gi|556487908|ref|WP_023335641.1|MULTISPECIES: HlyD family type I secretion periplasmic adaptor subunit [Enterobacter] ,"GO:0016020, GO:0016021, GO:0015031, GO:0009306",
scf7180000000008_quiver_607,391,788.875,0,gi|850375620|ref|WP_048030547.1|MULTISPECIES: HlyD family type I secretion periplasmic adaptor subunit [Leclercia] ,"GO:0016020, GO:0016021, GO:0015031, GO:0009306",
scf7180000000008_quiver_607,391,788.875,0,gi|798948588|ref|WP_045910492.1|MULTISPECIES: HlyD family type I secretion periplasmic adaptor subunit [Enterobacter] ,"GO:0016020, GO:0016021, GO:0015031, GO:0009306",
scf7180000000008_quiver_607,391,788.489,0,gi|495777718|ref|WP_008502297.1|MULTISPECIES: HlyD family type I secretion periplasmic adaptor subunit [Enterobacteriaceae] ,"GO:0016020, GO:0016021, GO:0015031, GO:0009306",
scf7180000000008_quiver_607,391,787.719,0,gi|640461997|ref|WP_024908389.1|MULTISPECIES: HlyD family type I secretion periplasmic adaptor subunit [Enterobacter] ,"GO:0016020, GO:0016021, GO:0015031, GO:0009306",
scf7180000000008_quiver_608,726,1453.34,0,gi|556487907|ref|WP_023335640.1|MULTISPECIES: type I secretion system permease/ATPase [Enterobacter] ,"GO:0042626, GO:0000166, GO:0055085, GO:0008233, GO:0016020, GO:0006508, GO:0016021, GO:0006810, GO:0005524, GO:0016887",
scf7180000000008_quiver_608,726,1452.96,0,gi|779867086|ref|WP_045354899.1|MULTISPECIES: type I secretion system permease/ATPase [Enterobacter] ,"GO:0000166, GO:0042626, GO:0055085, GO:0008233, GO:0006508, GO:0016020, GO:0016021, GO:0006810, GO:0005524, GO:0016887",
scf7180000000008_quiver_608,726,1451.03,0,gi|850375624|ref|WP_048030549.1|MULTISPECIES: type I secretion system permease/ATPase [Leclercia] ,"GO:0000166, GO:0042626, GO:0055085, GO:0008233, GO:0006508, GO:0016020, GO:0016021, GO:0006810, GO:0005524, GO:0016887",
scf7180000000008_quiver_608,726,1449.49,0,gi|798948584|ref|WP_045910491.1|MULTISPECIES: type I secretion system permease/ATPase [Enterobacter] ,"GO:0042626, GO:0000166, GO:0055085, GO:0008233, GO:0016020, GO:0006508, GO:0016021, GO:0006810, GO:0005524, GO:0016887",
scf7180000000008_quiver_610,445,890.567,0,gi|495777721|ref|WP_008502300.1|MULTISPECIES: type I secretion system outer membrane protein [Enterobacter cloacae complex] ,"GO:0006810, GO:0005215, GO:0019867",
scf7180000000008_quiver_610,445,890.182,0,gi|798948576|ref|WP_045910489.1|MULTISPECIES: type I secretion outer membrane protein [Enterobacteriaceae] ,"GO:0006810, GO:0019867, GO:0005215",
scf7180000000008_quiver_611,247,491.115,2.56E-175,gi|836592525|ref|WP_047749460.1|DeoR/GlpR transcriptional regulator [Enterobacter asburiae] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355, GO:0005622",
scf7180000000008_quiver_611,247,490.345,5.83E-175,gi|560362700|ref|WP_023618764.1|MULTISPECIES: DeoR/GlpR transcriptional regulator [Enterobacteriaceae] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355, GO:0005622",
scf7180000000008_quiver_612,355,697.197,0,gi|695719606|ref|WP_032647087.1|MULTISPECIES: oxidoreductase [Enterobacter] ,"GO:0008152, GO:0016491, GO:0055114",
scf7180000000008_quiver_612,355,697.197,0,gi|779867082|ref|WP_045354897.1|MULTISPECIES: oxidoreductase [Enterobacter cloacae complex] ,"GO:0008152, GO:0016491, GO:0055114",
scf7180000000008_quiver_612,355,696.812,0,gi|556487903|ref|WP_023335636.1|MULTISPECIES: oxidoreductase [Enterobacter] ,"GO:0008152, GO:0016491, GO:0055114",
scf7180000000008_quiver_613,176,358.992,2.00E-125,gi|556426715|ref|WP_023311642.1|MULTISPECIES: cytochrome b561 [Enterobacter] ,"GO:0022904, GO:0016020, GO:0009055, GO:0016021",
scf7180000000008_quiver_613,176,356.681,1.61E-124,gi|556475818|ref|WP_023327423.1|MULTISPECIES: cytochrome b561 [Enterobacteriaceae] ,"GO:0022904, GO:0016020, GO:0016021, GO:0009055",
scf7180000000008_quiver_613,176,355.525,4.97E-124,gi|798948565|ref|WP_045910487.1|MULTISPECIES: cytochrome b561 [Enterobacter] ,"GO:0022904, GO:0016020, GO:0009055, GO:0016021",
scf7180000000008_quiver_614,333,677.167,0,gi|695719601|ref|WP_032647083.1|MULTISPECIES: type I glyceraldehyde-3-phosphate dehydrogenase [Enterobacter] ,"GO:0051287, GO:0016491, GO:0050661, GO:0055114, GO:0016620, GO:0006006",
scf7180000000008_quiver_614,333,677.167,0,gi|658548079|ref|WP_029740556.1|MULTISPECIES: type I glyceraldehyde-3-phosphate dehydrogenase [Enterobacter] ,"GO:0016491, GO:0051287, GO:0050661, GO:0055114, GO:0016620, GO:0006006",
scf7180000000008_quiver_614,333,675.241,0,gi|556475817|ref|WP_023327422.1|MULTISPECIES: type I glyceraldehyde-3-phosphate dehydrogenase [Enterobacter] ,"GO:0051287, GO:0050661, GO:0055114, GO:0016620, GO:0006006",
scf7180000000008_quiver_614,333,674.47,0,gi|695704144|ref|WP_032640311.1|MULTISPECIES: type I glyceraldehyde-3-phosphate dehydrogenase [Enterobacter cloacae complex] ,"GO:0016491, GO:0051287, GO:0050661, GO:0055114, GO:0016620, GO:0006006",
scf7180000000008_quiver_616,439,867.84,0,gi|798949169|ref|WP_045910625.1|MULTISPECIES: MFS transporter [Enterobacter] ,"GO:0055085, GO:0016020, GO:0016021, GO:0022857, GO:0005215",
scf7180000000008_quiver_616,439,865.144,0,gi|556299667|ref|WP_023292477.1|MULTISPECIES: MFS transporter [Enterobacter cloacae complex] ,"GO:0055085, GO:0016020, GO:0016021, GO:0022857, GO:0005215",
scf7180000000008_quiver_616,439,864.374,0,gi|779817529|ref|WP_045335847.1|MULTISPECIES: MFS transporter [Enterobacter cloacae complex],"GO:0055085, GO:0016020, GO:0016021, GO:0022857, GO:0005215",
scf7180000000008_quiver_617,550,1103.97,0,gi|798948556|ref|WP_045910485.1|MULTISPECIES: MFS transporter [Enterobacteriaceae] ,"GO:0055085, GO:0016020, GO:0016021",
scf7180000000008_quiver_617,550,1103.58,0,gi|976151980|ref|WP_059310175.1|MULTISPECIES: MFS transporter [Enterobacter cloacae complex] ,"GO:0055085, GO:0016020, GO:0016021",
scf7180000000008_quiver_617,550,1102.81,0,gi|495777729|ref|WP_008502308.1|MULTISPECIES: MFS transporter [Enterobacteriaceae] ,"GO:0055085, GO:0016020, GO:0016021",
scf7180000000008_quiver_617,550,1102.04,0,gi|556299671|ref|WP_023292478.1|MULTISPECIES: MFS transporter [Enterobacter cloacae complex] ,"GO:0055085, GO:0016020, GO:0016021",
scf7180000000008_quiver_617,550,1101.66,0,gi|695704150|ref|WP_032640315.1|MULTISPECIES: MFS transporter [Enterobacter cloacae complex] ,"GO:0055085, GO:0016020, GO:0016021",
scf7180000000008_quiver_618,359,716.842,0,gi|850375639|ref|WP_048030559.1|MULTISPECIES: HlyD family secretion protein [Leclercia] ,"GO:0016020, GO:0016021, GO:0009306",
scf7180000000008_quiver_618,359,716.072,0,gi|798948552|ref|WP_045910484.1|HlyD family secretion protein [Enterobacter cloacae complex sp. CIDEIMsCOL1],"GO:0016020, GO:0016021, GO:0009306",
scf7180000000008_quiver_618,359,714.916,0,gi|556299675|ref|WP_023292479.1|MULTISPECIES: HlyD family secretion protein [Enterobacter cloacae complex] ,"GO:0016020, GO:0016021, GO:0009306",
scf7180000000008_quiver_618,359,714.531,0,gi|754493193|ref|WP_041910088.1|MULTISPECIES: HlyD family secretion protein [Enterobacter] ,"GO:0016020, GO:0016021, GO:0009306",
scf7180000000008_quiver_619,459,859.751,0,gi|779867071|ref|WP_045354892.1|MULTISPECIES: transporter [Enterobacter cloacae complex] ,"GO:0016020, GO:0016021, GO:0009279, GO:0008289, GO:0006810, GO:0005215",
scf7180000000008_quiver_619,459,857.055,0,gi|504696658|ref|WP_014883760.1|MULTISPECIES: outer membrane protein oprM [Enterobacter cloacae complex] ,"GO:0016020, GO:0016021, GO:0008289, GO:0009279, GO:0006810, GO:0005215",
