State,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_564,PTS system IIA component,135,20,5.85E-92,99.41,5,F:GO:0008982; P:GO:0009401; C:GO:0016021; P:GO:0034219; F:GO:0103111,F:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:integral component of membrane; P:carbohydrate transmembrane transport; F:D-glucosamine PTS permease activity,EC:2.7.1.69,Transferring phosphorus-containing groups,IPR004701 (PFAM); IPR036662 (G3DSA:3.40.50.GENE3D); PTHR33799 (PANTHER); PTHR33799:SF4 (PANTHER); IPR004701 (PROSITE_PROFILES); IPR033887 (CDD); IPR036662 (SUPERFAMILY),P:GO:0009401; C:GO:0016021,P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_565,Ig-like domain (group 4) family,1324,20,0,99.86,2,F:GO:0030246; F:GO:0033926,F:carbohydrate binding; F:glycopeptide alpha-N-acetylgalactosaminidase activity,EC:3.2.1.97,Endo-alpha-N-acetylgalactosaminidase,G3DSA:2.60.120.870 (GENE3D); G3DSA:3.20.20.80 (GENE3D); IPR011081 (PFAM); IPR025706 (PFAM); IPR014718 (G3DSA:2.70.98.GENE3D); IPR035364 (PFAM); IPR008979 (G3DSA:2.60.120.GENE3D); IPR008979 (G3DSA:2.60.120.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR025706 (CDD),F:GO:0030246; F:GO:0033926,F:carbohydrate binding; F:glycopeptide alpha-N-acetylgalactosaminidase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_566,AI-2E family transporter,384,20,0,99.9,1,C:GO:0016021,C:integral component of membrane,,,IPR002549 (PFAM); IPR002549 (PANTHER); PTHR21716:SF35 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_567,DUF998 domain-containing,214,20,6.51E-153,99.63,1,C:GO:0016021,C:integral component of membrane,,,IPR009339 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_568,lipo,189,20,8.25E-132,99.68,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PS51257 (PROSITE_PROFILES),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_569,DUF2188 domain-containing,150,20,4.59E-106,99.63,,,,,,IPR018691 (PFAM); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_570,branched-chain-amino-acid aminotransferase,339,20,0,99.87,6,P:GO:0009097; P:GO:0009098; P:GO:0009099; F:GO:0052654; F:GO:0052655; F:GO:0052656,P:isoleucine biosynthetic process; P:leucine biosynthetic process; P:valine biosynthetic process; F:L-leucine transaminase activity; F:L-valine transaminase activity; F:L-isoleucine transaminase activity,EC:2.6.1.42,Branched-chain-amino-acid transaminase,IPR001544 (PFAM); IPR005786 (TIGRFAM); G3DSA:3.20.10.10 (GENE3D); G3DSA:3.30.470.10 (GENE3D); IPR005786 (PIRSF); PTHR42825:SF2 (PANTHER); PTHR42825 (PANTHER); IPR033939 (CDD); IPR036038 (SUPERFAMILY),F:GO:0003824; F:GO:0004084; P:GO:0009081,F:catalytic activity; F:branched-chain-amino-acid transaminase activity; P:branched-chain amino acid metabolic process
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_571,cupin domain,106,20,2.72E-72,99.48,,,,,,IPR014710 (G3DSA:2.60.120.GENE3D); IPR013096 (PFAM); IPR011051 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_572,pheromone-binding,546,20,0,99.62,2,C:GO:0043190; P:GO:0055085,C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport,,,G3DSA:3.10.105.10 (GENE3D); G3DSA:3.40.190.10 (GENE3D); IPR000914 (PFAM); G3DSA:3.90.76.10 (GENE3D); IPR030678 (PIRSF); PTHR30290:SF10 (PANTHER); IPR039424 (PANTHER); PS51257 (PROSITE_PROFILES); cd08504 (CDD); SSF53850 (SUPERFAMILY),C:GO:0043190; P:GO:0055085,C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_573,family domain-containing,291,20,0,99.07,3,F:GO:0005524; P:GO:0046496; F:GO:0052855,F:ATP binding; P:nicotinamide nucleotide metabolic process; F:ADP-dependent NAD(P)H-hydrate dehydratase activity,,,IPR000631 (PFAM); IPR029056 (G3DSA:3.40.1190.GENE3D); IPR000631 (TIGRFAM); PTHR12592 (PANTHER); PTHR12592:SF1 (PANTHER); IPR000631 (HAMAP); IPR000631 (PROSITE_PROFILES); IPR000631 (CDD); IPR029056 (SUPERFAMILY),F:GO:0052855,F:ADP-dependent NAD(P)H-hydrate dehydratase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_574,SPFH domain-containing band 7 family,288,20,0,99.81,1,C:GO:0016021,C:integral component of membrane,,,IPR001107 (SMART); IPR001107 (PFAM); G3DSA:3.30.479.30 (GENE3D); PTHR43446 (PANTHER); cd03402 (CDD); IPR036013 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_575,N5-carboxyaminoimidazole ribonucleotide mutase,162,20,7.01E-112,99.54,3,P:GO:0006189; F:GO:0016829; F:GO:0034023,P:'de novo' IMP biosynthetic process; F:lyase activity; F:5-(carboxyamino)imidazole ribonucleotide mutase activity,EC:5.4.99.18,5-(carboxyamino)imidazole ribonucleotide mutase,IPR000031 (SMART); IPR035893 (G3DSA:3.40.50.GENE3D); IPR000031 (TIGRFAM); IPR024694 (PIRSF); IPR000031 (PFAM); PTHR45175 (PANTHER); IPR033747 (HAMAP); IPR035893 (SUPERFAMILY),P:GO:0006189,P:'de novo' IMP biosynthetic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_576,phosphoribosylaminoimidazole ATPase subunit,374,20,0,99.13,5,F:GO:0004638; F:GO:0005524; P:GO:0006189; F:GO:0034028; F:GO:0046872,F:phosphoribosylaminoimidazole carboxylase activity; F:ATP binding; P:'de novo' IMP biosynthetic process; F:5-(carboxyamino)imidazole ribonucleotide synthase activity; F:metal ion binding,EC:6.3.4.18; EC:4.1.1.21,5-(carboxyamino)imidazole ribonucleotide synthase; Phosphoribosylaminoimidazole carboxylase,IPR003135 (PFAM); G3DSA:3.30.470.20 (GENE3D); G3DSA:3.40.50.20 (GENE3D); IPR013815 (G3DSA:3.30.1490.GENE3D); IPR005875 (TIGRFAM); PTHR11609 (PANTHER); IPR005875 (HAMAP); IPR011761 (PROSITE_PROFILES); IPR016185 (SUPERFAMILY); IPR011054 (SUPERFAMILY); SSF56059 (SUPERFAMILY),F:GO:0004638; F:GO:0005524; P:GO:0006189; F:GO:0046872,F:phosphoribosylaminoimidazole carboxylase activity; F:ATP binding; P:'de novo' IMP biosynthetic process; F:metal ion binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_577,phosphoribosylaminoimidazole-succinocarboxamide synthase,237,20,2.73E-172,99.75,4,F:GO:0004639; F:GO:0005524; P:GO:0006189; P:GO:0009236,F:phosphoribosylaminoimidazolesuccinocarboxamide synthase activity; F:ATP binding; P:'de novo' IMP biosynthetic process; P:cobalamin biosynthetic process,EC:6.3.2.6,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,IPR028923 (PFAM); IPR001636 (TIGRFAM); G3DSA:3.30.470.20 (GENE3D); G3DSA:3.30.200.20 (GENE3D); PTHR43599:SF2 (PANTHER); PTHR43599 (PANTHER); IPR028923 (HAMAP); IPR033934 (CDD); SSF56104 (SUPERFAMILY),F:GO:0004639; P:GO:0006164; P:GO:0009236,F:phosphoribosylaminoimidazolesuccinocarboxamide synthase activity; P:purine nucleotide biosynthetic process; P:cobalamin biosynthetic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_578,phosphoribosylformylglycinamidine purS,83,20,6.79E-53,95.71,4,F:GO:0004642; F:GO:0005524; C:GO:0005737; P:GO:0006189,F:phosphoribosylformylglycinamidine synthase activity; F:ATP binding; C:cytoplasm; P:'de novo' IMP biosynthetic process,EC:6.3.5.3,Phosphoribosylformylglycinamidine synthase,IPR036604 (G3DSA:3.30.1280.GENE3D); IPR003850 (TIGRFAM); IPR003850 (PFAM); IPR003850 (PANTHER); IPR003850 (PRODOM); IPR003850 (HAMAP); IPR036604 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_579,phosphoribosylformylglycinamidine synthase 1,224,20,8.78E-166,99.71,6,F:GO:0004359; F:GO:0004642; F:GO:0005524; C:GO:0005737; P:GO:0006189; P:GO:0006541,F:glutaminase activity; F:phosphoribosylformylglycinamidine synthase activity; F:ATP binding; C:cytoplasm; P:'de novo' IMP biosynthetic process; P:glutamine metabolic process,EC:3.5.1.2; EC:6.3.5.3,Glutaminase; Phosphoribosylformylglycinamidine synthase,SM01211 (SMART); IPR029062 (G3DSA:3.40.50.GENE3D); PF13507 (PFAM); IPR010075 (PIRSF); IPR010075 (TIGRFAM); PTHR10099 (PANTHER); PTHR10099:SF1 (PANTHER); IPR017926 (PROSITE_PROFILES); IPR010075 (HAMAP); cd01740 (CDD); IPR029062 (SUPERFAMILY),F:GO:0004642; C:GO:0005737; P:GO:0006189,F:phosphoribosylformylglycinamidine synthase activity; C:cytoplasm; P:'de novo' IMP biosynthetic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_580,phosphoribosylformylglycinamidine synthase 2,739,20,0,99.83,5,F:GO:0000287; F:GO:0004642; F:GO:0005524; C:GO:0005737; P:GO:0006189,F:magnesium ion binding; F:phosphoribosylformylglycinamidine synthase activity; F:ATP binding; C:cytoplasm; P:'de novo' IMP biosynthetic process,EC:6.3.5.3,Phosphoribosylformylglycinamidine synthase,IPR010074 (TIGRFAM); IPR010918 (PFAM); IPR036676 (G3DSA:3.90.650.GENE3D); IPR036676 (G3DSA:3.90.650.GENE3D); IPR016188 (PFAM); IPR036921 (G3DSA:3.30.1330.GENE3D); IPR010074 (PIRSF); IPR036921 (G3DSA:3.30.1330.GENE3D); IPR010074 (PANTHER); IPR010074 (HAMAP); cd02203 (CDD); cd02204 (CDD); IPR036676 (SUPERFAMILY); IPR036676 (SUPERFAMILY); IPR036921 (SUPERFAMILY); IPR036921 (SUPERFAMILY),F:GO:0004642; C:GO:0005737; P:GO:0006189,F:phosphoribosylformylglycinamidine synthase activity; C:cytoplasm; P:'de novo' IMP biosynthetic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_581,amidophosphoribosyltransferase,479,20,0,99.94,6,F:GO:0000287; F:GO:0004044; P:GO:0006189; P:GO:0006541; P:GO:0009113; P:GO:0009116,F:magnesium ion binding; F:amidophosphoribosyltransferase activity; P:'de novo' IMP biosynthetic process; P:glutamine metabolic process; P:purine nucleobase biosynthetic process; P:nucleoside metabolic process,EC:2.4.2.14,Amidophosphoribosyltransferase,IPR005854 (TIGRFAM); G3DSA:3.40.50.2020 (GENE3D); IPR000836 (PFAM); IPR005854 (PIRSF); IPR029055 (G3DSA:3.60.20.GENE3D); IPR017932 (PFAM); PTHR11907 (PANTHER); PTHR11907:SF0 (PANTHER); IPR005854 (HAMAP); IPR017932 (PROSITE_PROFILES); IPR035584 (CDD); IPR000836 (CDD); IPR029057 (SUPERFAMILY); IPR029055 (SUPERFAMILY),F:GO:0004044; P:GO:0009113; P:GO:0009116,F:amidophosphoribosyltransferase activity; P:purine nucleobase biosynthetic process; P:nucleoside metabolic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_582,phosphoribosylformylglycinamidine cyclo-ligase,343,20,0,99.83,4,F:GO:0004641; F:GO:0005524; C:GO:0005737; P:GO:0006189,F:phosphoribosylformylglycinamidine cyclo-ligase activity; F:ATP binding; C:cytoplasm; P:'de novo' IMP biosynthetic process,EC:6.3.3.1,Phosphoribosylformylglycinamidine cyclo-ligase,IPR036921 (G3DSA:3.30.1330.GENE3D); IPR036676 (G3DSA:3.90.650.GENE3D); IPR010918 (PFAM); IPR004733 (TIGRFAM); IPR016188 (PFAM); IPR004733 (PANTHER); IPR004733 (HAMAP); IPR004733 (CDD); IPR036921 (SUPERFAMILY); IPR036676 (SUPERFAMILY),F:GO:0004641; C:GO:0005737; P:GO:0006189,F:phosphoribosylformylglycinamidine cyclo-ligase activity; C:cytoplasm; P:'de novo' IMP biosynthetic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_583,phosphoribosylglycinamide formyltransferase,190,20,1.19E-136,98.29,2,F:GO:0004644; P:GO:0006189,F:phosphoribosylglycinamide formyltransferase activity; P:'de novo' IMP biosynthetic process,EC:2.1.2.2,Phosphoribosylglycinamide formyltransferase,IPR002376 (PFAM); G3DSA:3.40.50.170 (GENE3D); IPR004607 (TIGRFAM); PTHR43369 (PANTHER); PTHR43369:SF2 (PANTHER); IPR004607 (HAMAP); IPR004607 (CDD); IPR036477 (SUPERFAMILY),F:GO:0004644; P:GO:0006189; P:GO:0009058; F:GO:0016742,"F:phosphoribosylglycinamide formyltransferase activity; P:'de novo' IMP biosynthetic process; P:biosynthetic process; F:hydroxymethyl-, formyl- and related transferase activity"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_584,bifunctional purine biosynthesis purH,513,20,0,99.68,3,F:GO:0003937; F:GO:0004643; P:GO:0006189,F:IMP cyclohydrolase activity; F:phosphoribosylaminoimidazolecarboxamide formyltransferase activity; P:'de novo' IMP biosynthetic process,EC:3.5.4.10; EC:2.1.2.3,IMP cyclohydrolase; Phosphoribosylaminoimidazolecarboxamide formyltransferase,IPR002695 (SMART); IPR011607 (SMART); IPR036914 (G3DSA:3.40.50.GENE3D); IPR002695 (PFAM); IPR024051 (G3DSA:3.40.140.GENE3D); IPR002695 (TIGRFAM); IPR002695 (PIRSF); IPR011607 (PFAM); IPR024051 (G3DSA:3.40.140.GENE3D); IPR002695 (PANTHER); IPR002695 (HAMAP); cd01421 (CDD); IPR036914 (SUPERFAMILY); IPR016193 (SUPERFAMILY),F:GO:0003824; F:GO:0003937; F:GO:0004643; P:GO:0006164,F:catalytic activity; F:IMP cyclohydrolase activity; F:phosphoribosylaminoimidazolecarboxamide formyltransferase activity; P:purine nucleotide biosynthetic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_585,phosphoribosylamine--glycine ligase,415,20,0,99.43,6,F:GO:0000287; F:GO:0004637; F:GO:0005524; P:GO:0006189; P:GO:0009113; F:GO:0030145,F:magnesium ion binding; F:phosphoribosylamine-glycine ligase activity; F:ATP binding; P:'de novo' IMP biosynthetic process; P:purine nucleobase biosynthetic process; F:manganese ion binding,EC:6.3.4.13,Phosphoribosylamine--glycine ligase,IPR020560 (SMART); SM01209 (SMART); IPR000115 (TIGRFAM); IPR013815 (G3DSA:3.30.1490.GENE3D); IPR020562 (PFAM); IPR020561 (PFAM); IPR020560 (PFAM); G3DSA:3.30.470.20 (GENE3D); IPR037123 (G3DSA:3.90.600.GENE3D); G3DSA:3.40.50.20 (GENE3D); PTHR43472:SF1 (PANTHER); PTHR43472 (PANTHER); IPR011761 (PROSITE_PROFILES); IPR000115 (HAMAP); IPR016185 (SUPERFAMILY); IPR011054 (SUPERFAMILY); SSF56059 (SUPERFAMILY),F:GO:0004637; F:GO:0005524; P:GO:0009113; F:GO:0046872,F:phosphoribosylamine-glycine ligase activity; F:ATP binding; P:purine nucleobase biosynthetic process; F:metal ion binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_586,DUF1648 domain-containing,109,20,1.14E-71,94.86,1,C:GO:0016021,C:integral component of membrane,,,IPR012867 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_587,Tim44-like domain,92,20,2.38E-58,99.89,1,C:GO:0016021,C:integral component of membrane,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_588,Tim44-like domain,159,20,2.44E-115,99.21,1,C:GO:0016021,C:integral component of membrane,,,G3DSA:3.10.450.240 (GENE3D); IPR007379 (PFAM); IPR032710 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_589,transporter family,173,20,5.09E-119,99.05,2,C:GO:0005886; C:GO:0016021,C:plasma membrane; C:integral component of membrane,,,IPR010387 (PIRSF); IPR010387 (PFAM); IPR010387 (PANTHER),C:GO:0005886,C:plasma membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_590,3-ketoacyl-(acyl-carrier- ) reductase,254,20,0,99.39,4,F:GO:0004316; P:GO:0006633; F:GO:0051287; P:GO:0055114,F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity; P:fatty acid biosynthetic process; F:NAD binding; P:oxidation-reduction process,EC:2.3.1.85; EC:1.1.1.100,Fatty-acid synthase; 3-oxoacyl-[acyl-carrier-protein] reductase,IPR002347 (PRINTS); IPR002347 (PRINTS); PF13561 (PFAM); G3DSA:3.40.50.720 (GENE3D); PTHR24321 (PANTHER); PTHR24321:SF7 (PANTHER); cd05233 (CDD); IPR036291 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_591,DUF2829 domain-containing,77,20,6.38E-49,95.23,1,F:GO:0004812,F:aminoacyl-tRNA ligase activity,,,IPR021361 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_592,family,220,20,2.71E-160,99.77,,,,,,IPR001498 (PFAM); IPR015796 (TIGRFAM); IPR036956 (G3DSA:3.30.230.GENE3D); IPR015269 (PFAM); PTHR16301:SF0 (PANTHER); IPR023582 (PANTHER); IPR020568 (SUPERFAMILY); IPR035647 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_593,hypothetical protein HMPREF0348_1941,95,20,9.06E-65,95.89,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_594,PTS lactose cellobiose family IIB component,111,20,1.31E-75,99.23,4,F:GO:0008982; P:GO:0009401; P:GO:0034219; F:GO:0103111,F:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; P:phosphoenolpyruvate-dependent sugar phosphotransferase system; P:carbohydrate transmembrane transport; F:D-glucosamine PTS permease activity,EC:2.7.1.69,Transferring phosphorus-containing groups,G3DSA:3.40.50.2300 (GENE3D); IPR003501 (PFAM); PTHR34581 (PANTHER); IPR013012 (PROSITE_PROFILES); cd05564 (CDD); IPR036095 (SUPERFAMILY),F:GO:0008982; P:GO:0009401,F:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; P:phosphoenolpyruvate-dependent sugar phosphotransferase system
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_595,ABC transporter ATP-binding,238,20,2.56E-172,99.03,2,F:GO:0005524; F:GO:0016887,F:ATP binding; F:ATPase activity,EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR003593 (SMART); IPR038729 (PFAM); G3DSA:3.40.50.300 (GENE3D); G3DSA:3.40.50.300 (GENE3D); IPR003959 (PFAM); PTHR43581 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR027417 (SUPERFAMILY),F:GO:0005524; F:GO:0016887,F:ATP binding; F:ATPase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_596,competence F,438,20,0,99.73,3,F:GO:0003677; F:GO:0004386; F:GO:0005524,F:DNA binding; F:helicase activity; F:ATP binding,EC:3.6.1.15,Nucleoside-triphosphate phosphatase,IPR001650 (SMART); IPR014001 (SMART); IPR006935 (PFAM); G3DSA:3.40.50.300 (GENE3D); IPR001650 (PFAM); G3DSA:3.40.50.300 (GENE3D); PTHR30580 (PANTHER); IPR001650 (PROSITE_PROFILES); IPR014001 (PROSITE_PROFILES); IPR001650 (CDD); cd00046 (CDD); IPR027417 (SUPERFAMILY),F:GO:0003677; F:GO:0005524; F:GO:0016787,F:DNA binding; F:ATP binding; F:hydrolase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_597,comF family,228,20,1.04E-171,98.53,2,P:GO:0009116; F:GO:0016740,P:nucleoside metabolic process; F:transferase activity,,,IPR000836 (PFAM); G3DSA:3.40.50.2020 (GENE3D); PTHR11907:SF9 (PANTHER); PTHR11907 (PANTHER); IPR000836 (CDD); IPR029057 (SUPERFAMILY),P:GO:0009116,P:nucleoside metabolic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_598,ribosomal subunit interface,183,20,1.84E-129,96.42,2,C:GO:0005840; P:GO:0044238,C:ribosome; P:primary metabolic process,,,IPR038416 (G3DSA:3.30.505.GENE3D); IPR036567 (G3DSA:3.30.160.GENE3D); IPR003489 (PFAM); IPR003489 (TIGRFAM); IPR032528 (PFAM); PTHR33231 (PANTHER); IPR034694 (HAMAP); IPR003489 (CDD); IPR036567 (SUPERFAMILY),P:GO:0044238,P:primary metabolic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_599,translocase subunit secA,845,20,0,99.96,7,F:GO:0005524; C:GO:0005737; C:GO:0005886; P:GO:0006605; P:GO:0017038; F:GO:0046872; P:GO:0065002,F:ATP binding; C:cytoplasm; C:plasma membrane; P:protein targeting; P:protein import; F:metal ion binding; P:intracellular protein transmembrane transport,,,IPR000185 (PRINTS); IPR011115 (SMART); IPR011130 (SMART); G3DSA:3.40.50.300 (GENE3D); IPR011130 (PFAM); G3DSA:3.10.450.50 (GENE3D); G3DSA:3.90.1440.10 (GENE3D); G3DSA:1.10.1200.230 (GENE3D); IPR004027 (PFAM); G3DSA:1.10.3060.10 (GENE3D); G3DSA:3.40.50.300 (GENE3D); IPR011116 (PFAM); IPR000185 (TIGRFAM); IPR011115 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR000185 (PANTHER); PTHR30612:SF6 (PANTHER); PTHR30612:SF6 (PANTHER); IPR000185 (PANTHER); IPR000185 (HAMAP); IPR014018 (PROSITE_PROFILES); cd00046 (CDD); IPR001650 (CDD); IPR036670 (SUPERFAMILY); IPR036266 (SUPERFAMILY); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY),F:GO:0005524; P:GO:0006605; P:GO:0006886; C:GO:0016020; P:GO:0017038,F:ATP binding; P:protein targeting; P:intracellular protein transport; C:membrane; P:protein import
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_600,peptide chain release factor 2,327,20,0,99.94,3,C:GO:0005737; P:GO:0006415; F:GO:0016149,"C:cytoplasm; P:translational termination; F:translation release factor activity, codon specific",,,IPR005139 (SMART); G3DSA:3.30.160.20 (GENE3D); IPR005139 (PFAM); IPR004374 (TIGRFAM); G3DSA:3.30.70.1660 (GENE3D); IPR000352 (PFAM); G3DSA:1.20.58.410 (GENE3D); PTHR43116:SF3 (PANTHER); PTHR43116 (PANTHER); IPR004374 (HAMAP); SSF75620 (SUPERFAMILY),F:GO:0003747; C:GO:0005737; P:GO:0006415; F:GO:0016149,"F:translation release factor activity; C:cytoplasm; P:translational termination; F:translation release factor activity, codon specific"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_601,cell division ATP-binding,228,20,2.05E-165,98.22,3,F:GO:0005524; F:GO:0016887; P:GO:0051301,F:ATP binding; F:ATPase activity; P:cell division,EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR003593 (SMART); IPR003439 (PFAM); IPR005286 (TIGRFAM); G3DSA:3.40.50.300 (GENE3D); PTHR24220 (PANTHER); PTHR24220:SF470 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR027417 (SUPERFAMILY),F:GO:0005524; F:GO:0016887; P:GO:0051301,F:ATP binding; F:ATPase activity; P:cell division
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_602,cell division ABC transporter permease,294,20,0,99.95,4,C:GO:0005886; P:GO:0007049; C:GO:0016021; P:GO:0051301,C:plasma membrane; P:cell cycle; C:integral component of membrane; P:cell division,,,IPR003838 (PFAM); IPR004513 (PIRSF); G3DSA:3.30.70.3040 (GENE3D); PTHR30489 (PANTHER); IPR004513 (PTHR30489:PANTHER),C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_603,phosphate binding,284,20,0,98.24,2,P:GO:0006810; F:GO:0042301,P:transport; F:phosphate ion binding,,,IPR024370 (PFAM); G3DSA:3.40.190.10 (GENE3D); IPR011862 (TIGRFAM); G3DSA:3.40.190.10 (GENE3D); PTHR30570:SF4 (PANTHER); PTHR30570 (PANTHER); PS51257 (PROSITE_PROFILES); cd13653 (CDD); SSF53850 (SUPERFAMILY),F:GO:0042301,F:phosphate ion binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_604,phosphate ABC permease,306,20,0,99.52,5,F:GO:0005315; C:GO:0005886; P:GO:0006817; C:GO:0016021; P:GO:0055085,F:inorganic phosphate transmembrane transporter activity; C:plasma membrane; P:phosphate ion transport; C:integral component of membrane; P:transmembrane transport,,,IPR011864 (TIGRFAM); IPR035906 (G3DSA:1.10.3720.GENE3D); IPR000515 (PFAM); PTHR30425 (PANTHER); IPR000515 (PROSITE_PROFILES); IPR000515 (CDD); IPR035906 (SUPERFAMILY),F:GO:0005315; P:GO:0006817; C:GO:0016020; C:GO:0016021; P:GO:0055085,F:inorganic phosphate transmembrane transporter activity; P:phosphate ion transport; C:membrane; C:integral component of membrane; P:transmembrane transport
